hospid,hospname,city,zipcode,owner,beds,church,zip,othernfp,forprofit,countyowner,ER,burncare,CICU,NICU,alternate_birthing,hospice,alcohol_rehab,drug_rehab,ctscan,MRI,PET_scan,lithotripsy,heartsurgery,cardiaccath,homehealth,residency_program,radiation_therapy,physical_rehab,transplant,trauma,occupancy,clinic_visits,ER_visits,surgeries,OPTsurgeries,currentassets,PPE,accumulated_depreciation,total_assets,current_liabilities,longterm_debt,chargestot,chargesIPT,chargesOPT,chargesANC,deductions,otherrevenue,net_revenue,patient_revenue,totexpenses,iptexpenses,ambexpenses,ancexpenses,resexpenses,edexpenses,adminexpenses,netincome,l_pr,l_or,l_admin_exp
481357,NORTHBAY MEDICAL CENTER,FAIRFIELD,94533,NORTHBAY HEALTHCARE SYSTEM,100,0,94533,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0.685863018,6219,30853,1221,,31882976,34782168,-43981792,97747112,17764860,33515176,323141312,76105240,34241064,212795008,244867856,982435,91256360,90273928,96783608,15825509,7603349,32951486,,,33216196,-5527247,18.31835938,13.79778957,17.3185482
484001,VACAVALLEY HOSPITAL,VACAVILLE,95687,NORTHBAY MEDICAL GROUP,34,0,95687,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.883319914,474,19383,1134,,10845737,7585476,-19270618,35469336,5435065,21427736,163137008,34472588,25607076,103057344,121341864,325899,48054160,47728264,38624780,6616715,3252082,11775335,,,13223072,9429381,17.68103409,12.69434261,16.39747429
490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SANTA ROSA,95404 170,SUTTER HEALTH,157,0,95404,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0.717930377,45149,28118,3860,,23768376,25182972,-8455535,52436768,22393820,11341867,252999680,61085024,32652550,159262112,166026000,1849259,113510792,111661536,125733760,25048500,7403878,32205924,,4309955,30612216,-12222969,18.53098297,14.43029594,17.23690987
490964,HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,95448,NORTH SONOMA COUNTY HOSPITAL DISTRICT,39,0,95448,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1600281,,5363,1170,,2352931,2447692,-72905,4817456,4557918,2385000,17372072,1372165,1795106,14204801,10737703,195726,6866201,6670475,10288754,876462,544777,4195401,,,3774354,-3422553,15.71320152,12.18447113,15.1437397
491001,SRM ALLIANCE HOSPITAL SERVICES,PETALUMA,94952,SANTA ROSA MEMORIAL HOSPITAL,80,0,94952,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0.521061659,,19215,2201,,14274497,10384396,-6761589,26869706,7753453,7555874,130948672,28865480,15015688,87067504,92086656,188520,41292568,41104048,42576104,7320944,6803261,12595606,,,14761507,-1283537,17.53161812,12.1469593,16.50753403
491064,SANTA ROSA MEMORIAL,SANTA ROSA,95405,SANTA ROSA MEMORIAL HOSPITAL,325,1,95405,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0.697348773,32521,31430,9144,8137,48567352,63262852,-104132400,140923344,34402020,40834336,611235520,132414528,39981824,438839168,444545376,1469660,184058368,182588704,180807728,40537528,18373094,61230396,,155750,45138880,3250635,19.02274704,14.2005415,17.62525368
491076,SONOMA VALLEY HEALTHCARE DISTRICT,SONOMA,95476,SONOMA VALLEY HEALTHCARE DISTRICT,40,0,95476,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.764315069,1138,9489,1919,,7348915,5857162,-23496332,23816742,11455086,8498243,73310712,12537871,7409890,53362952,51360072,138899,31013546,30874648,33698928,4403604,2612608,10236147,,,11093791,-2685382,17.24544525,11.84150219,16.22189522
491103,SUTTER WARRACK HOSPITAL,SANTA ROSA,95405,SUTTER HEALTH,42,0,95405,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.516503572,,6885,2134,,6052035,6407966,-2151563,13346887,5702271,2369971,64377340,9336995,5572971,49467376,44988588,180437,19569188,19388752,26250080,4588738,1103379,10281304,,,8643778,-6680892,16.78020287,12.10313702,15.97235012
491338,PALM DRIVE HEALTHCARE DISTRICT,SEBASTOPOL,95472,PALM DRIVE HEALTHCARE DISTRICT,49,0,95472,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.264746994,,5975,2180,1322,4347367,10311376,-433967,18552752,6453451,8500000,35500016,4146905,3643687,27709426,23293260,181829,12445531,12263702,14744911,2628498,887285,5631186,,,4176168,-2299380,16.322155,12.11082172,15.24490452
500852,DOCTORS MEDICAL CENTER OF MODESTO,MODESTO,95350,TENET HEALTHCARE CORPORATION,300,0,95350,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1.004639268,58192,56029,8201,,522114816,107168680,-95711456,635838080,30798886,,3044978432,603007552,71954056,2370016768,2639339520,2239913,407878816,405638912,247971952,63942520,13683423,84656024,,3328667,62098776,159906880,19.82097435,14.62194729,17.94423676
500867,EMANUEL MEDICAL CENTER,TURLOCK,95381-900,EMANUEL MEDICAL CENTER,297,1,95381,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0.79177165,,43269,6213,3390,18811580,27984108,-46831296,96715744,13592590,26369516,247944688,44307368,12640610,190996704,182584320,1458388,66818752,65360360,68324008,18489000,4397595,19849768,,279303,22454076,-1505259,17.99542618,14.19284248,16.92698288
500939,MEMORIAL MEDICAL CENTER,MODESTO,95355,MEMORIAL HOSPITALS ASSOCIATION,264,0,95355,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0.999844313,,71685,15066,,56795692,82345864,-125553008,225025568,61690996,62088744,1613401856,276357376,83118976,1253925504,1420589440,2613463,318766272,316152832,277519104,52555056,26418304,78041704,,,55091280,41247192,19.57173538,14.77618694,17.82450294
500967,OAK VALLEY DISTRICT HOSPITAL,OAKDALE,95361,OAK VALLEY DISTRICT HOSPITAL,148,0,95361,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.851258814,29357,17855,1035,,11167640,9117155,-12598459,33864580,3165967,,72978800,17011504,16170860,39796432,42421352,1086516,31643962,30557446,30672066,9407979,4492248,5841785,,,9448384,971896,17.23511887,13.89848709,16.06135368
504038,STANISLAUS SURGICAL HOSPITAL LLC,MODESTO,95355,STANISLAUS SURGICAL HOSPITAL,5,0,95355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.936438322,,,7651,,4925754,1959610,-3681992,14263553,4205439,11790,59988148,2136250,,57851900,47032080,156470,13112538,12956068,13197424,1181256,,5452848,,,4515715,-84886,16.3770752,11.96061993,15.32307434
510882,FREMONT MEDICAL CENTER,YUBA CITY,95991,FREMONT RIDEOUT HEALTH GROUP,132,0,95991,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.558426738,7190,,4016,,19650126,26005268,-37174788,182742720,13342088,60940096,98584024,19581020,2521049,76481952,48218788,407767,50773004,50365236,50273668,10713214,1530394,20687848,,72522,15854566,499335,17.73481178,12.91845131,16.57896805
521041,MERCY HEALTHCARE NORTH,RED BLUFF,96080,CATHOLIC HEALTHCARE WEST,71,1,96080,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0.483851045,8230,27067,8275,,15391634,13899907,-27734212,41003720,8096344,6837208,109742472,15145545,15213651,79383280,67099208,435056,43078320,42643264,38460092,5174656,5413366,12981800,,,12462700,4618228,17.56838036,12.98322964,16.33825111
531059,TRINITY HOSPITAL,WEAVERVILLE,96093,TRINITY HOSPITAL,40,0,96093,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.776575387,2436,4808,216,,1977099,3197626,-2201812,5174725,2760613,251492,15090643,3724996,2929572,8436075,6488446,17143,8619340,8602197,10730093,2447392,1335931,2458187,,,3842467,-2110753,15.96752834,9.749344826,15.16162491
540734,KAWEAH DELTA HEALTH CARE DISTRICT,VISALIA,93291,KAWEAH DELTA HEALTH CARE DISTRICT,382,0,93291,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.89117831,31025,77995,10287,,76938736,104907344,-108414192,258506272,41282940,50738824,527411520,96763568,27357492,403290464,325973344,7709288,209175952,201466656,218871072,40638120,17416984,81423296,,,70835848,-9695117,19.1211338,15.85793686,18.07587624
540798,SIERRA VIEW DISTRICT HOSPITAL,PORTERVILLE,93257,SIERRA VIEW DISTRICT HOSPITAL,147,0,93257,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.645792544,,36662,4546,,30546900,43396640,-47545736,107034056,8108510,39970000,201894416,29030480,12442749,160421184,138070736,312511,64136184,63823672,56865800,10151783,3621883,18748976,,,17640288,7270386,17.97163391,12.65239525,16.68569565
540816,TULARE LOCAL HEALTH CARE DISTRICT,TULARE,93274,TULARE LOCAL HEALTH CARE DISTRICT,112,0,93274,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0.45464775,,26584,5298,,17712162,22076428,-28948240,52074744,10342489,15908676,90207816,14466177,8432089,67309552,50826656,508009,39889172,39381160,39890568,6529384,2570633,14370282,,,13006024,-1397,17.48879814,13.13825417,16.38092232
551034,SONORA COMMUNITY HOSPITAL,SONORA,95370,ADVENTIST HEALTH SYSTEMS WEST,134,1,95370,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0.704641163,,19992,3326,,13890059,12089696,-29423904,80516888,9840240,48178392,162672944,22761524,24386932,115524496,92690864,1746577,71728664,69982088,69924704,10204348,11787955,19698390,,,19537300,1803964,18.06374931,14.37316799,16.78783607
551061,TUOLUMNE GEN. HOSPITAL,SONORA,95370,COUNTY OF TUOLUMNE,80,0,95370,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0.716986358,19823,12297,735,,3936774,3963367,-10179474,8132668,9120837,1139902,38720860,9964824,10054712,18701324,19999044,399479,19121294,18721816,24695544,4278219,6011883,5438878,,,6697527,-5574251,16.7451992,12.89791679,15.71724892
560473,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,VENTURA,930032809,COMMUNITY MEMORIAL HOSPITAL,220,0,93003,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0.757770836,113047,32014,11517,,79093928,62194892,-83274016,149455056,22802568,3912472,562248192,62860960,25386772,474000480,407609984,2204600,156842848,154638240,138827824,24422848,10298038,59459244,,,30816980,18015020,18.85659981,14.60605621,17.24357605
560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,93003,VENTURA COUNTY MEDICAL CENTER,137,0,93003,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.905329466,340284,33785,7485,,33844952,28875426,-33130112,93333240,21271846,31825376,260949728,90569080,79033944,91346704,136376240,1090891,125664392,124573496,159591232,19135052,55205228,24194784,,2725662,37566736,-33926836,18.64040565,13.90250492,17.44162941
560492,LOS ROBLES REGIONAL MEDICAL CENTER,THOUSAND OAKS,91360,HCA - THE HEALTHCARE COMPANY,195,0,91360,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1.008542299,,34264,7443,,83358208,54170968,-40689632,149741040,13597759,6000000,494115136,91220096,15011716,387883328,309339296,2428439,187204304,184775856,148188512,35595112,5169191,59125012,,,46210552,39015784,19.03465462,14.70275879,17.64871788
560501,OJAI VALLEY COMMUNITY HOSPITAL,OJAI,93023,OJAI VALLEY COMMUNITY HOSPITAL FOUNDATION,97,0,93023,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.75486517,6008,7902,926,,3064067,3988143,-1125234,7412738,1653439,2384345,32961248,8326047,1957072,22678128,17336078,87829,15712999,15625170,15926735,3871960,696655,4875023,,,5386467,-213736,16.564394,11.38314724,15.49940014
560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,CAMARILLO,93010,CATHOLIC HEALTHCARE WEST,180,0,93010,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.554429233,,16295,3041,,19310156,13410183,-36408952,44238944,11220635,2574980,149714992,30047508,5930807,113736672,103566280,1039444,47188156,46148712,42932516,10799333,1702501,12633902,,,16292321,4255641,17.64737892,13.85419655,16.60620499
560521,SANTA PAULA MEMORIAL HOSPITAL,SANTA PAULA,93060,SANTA PAULA MEMORIAL HOSPITAL,49,0,93060,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.33139503,,12969,1131,,3310615,3700125,-10839851,7697151,6067627,,31910838,4083103,3562991,24264744,19145000,252807,13122850,12870043,16989422,2768120,1787304,5726729,,,5873088,-3866572,16.37041283,12.440382,15.58589077
560525,SIMI VALLEY HOSPITAL,SIMI VALLEY,93065,SIMI VALLEY HOSPITAL,197,0,93065,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0.469480574,,27219,2414,1517,15091543,26090896,-47984076,50614616,22574726,42333016,191039920,40538232,10544674,139957008,126394632,861631,65506916,64645284,66972704,11860313,3725369,22080464,,,24025630,-1465787,17.9844265,13.66658211,16.99463081
560529,ST. JOHN'S REGIONAL MEDICAL CENTER,OXNARD,93030,CATHOLIC HEALTHCARE WEST,266,0,93030,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0.626099527,,43906,5691,,59292900,74019048,-81374040,166538976,27569076,39861908,390592320,80211000,18757982,291623328,263044064,678048,128226304,127548256,126313160,24800510,4551536,44061516,,,42973364,1913144,18.66400528,13.42697334,17.57609177
571086,WOODLAND HEALTHCARE,WOODLAND,95625,WOODLAND MEMORIAL HOSPITAL,111,1,95625,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0.343107492,286083,23053,1902,4223,12137000,19206256,-30182644,33411000,28721232,15591769,220720976,29907158,78302672,112511144,173886080,4547209,93374728,88827520,94710776,8014468,30990466,13652744,,,37389320,-1336054,18.30220795,15.33002377,17.43689537
574010,"SUTTER DAVIS HOSPITAL, INC",DAVIS,95616,SUTTER HEALTH,48,0,95616,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.503710032,5013,20322,5609,,12343198,20593732,-19908106,38151516,7854689,27217394,134180400,19210212,17372012,97598176,98255760,1510749,47900008,46389256,43418528,5064875,5430488,16586552,,,13513346,4481478,17.65257835,14.22811604,16.41918755
580996,RIDEOUT MEMORIAL HOSPITAL,MARYSVILLE,95901,FREMONT RIDEOUT HEALTH GROUP,109,0,95901,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.817217529,,28039,3940,,28885828,47784208,-43661292,137977776,17864550,29622020,179121824,26410304,17523960,135187568,97050864,682331,82753288,82070960,83070832,14511824,10183823,34399596,,73255,18509568,-317538,18.22309494,13.43327045,16.73379898
